,project_id,project_name,project_start_date,project_completion_date,building_id,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta_-_neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_only,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,br1_units,br2_units,br3_units,br4_units,br5_units,br6_units,unknown-br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
537,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,811449.0,120-08,FARMERS BOULEVARD,Queens,11412.0,4124580421.0,4452028.0,QN-12,27,366.0,QN08,40.686214,-73.761104,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3
538,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,811450.0,120-32,FARMERS BOULEVARD,Queens,11412.0,4124570002.0,4451981.0,QN-12,27,366.0,QN08,40.685659,-73.760915,40.68543,-73.761543,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,7,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,7,7
539,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933070.0,120-18,FARMERS BOULEVARD,Queens,11412.0,4124580421.0,4452033.0,QN-12,27,366.0,QN08,40.686046999999995,-73.761043,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3
540,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933141.0,187-10,120 AVENUE,Queens,11412.0,4124580421.0,4452020.0,QN-12,27,366.0,QN08,40.686143,-73.76238000000001,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3
541,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933143.0,187-12,120 AVENUE,Queens,11412.0,4124580421.0,4452021.0,QN-12,27,366.0,QN08,40.686147999999996,-73.762359,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,3,3
542,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933145.0,187-16,120 AVENUE,Queens,11412.0,4124580421.0,4452023.0,QN-12,27,366.0,QN08,40.686159,-73.762312,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3
543,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933146.0,187-20,120 AVENUE,Queens,11412.0,4124580421.0,4452024.0,QN-12,27,366.0,QN08,40.686170000000004,-73.762268,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,3,3
544,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933147.0,187-22,120 AVENUE,Queens,11412.0,4124580421.0,4452025.0,QN-12,27,366.0,QN08,40.686175,-73.762247,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3
545,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933149.0,187-28,120 AVENUE,Queens,11412.0,4124580421.0,4452027.0,QN-12,27,366.0,QN08,40.686192,-73.762182,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3
546,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933153.0,121-18,FARMERS BOULEVARD,Queens,11413.0,4124580005.0,4452001.0,QN-12,27,366.0,QN08,40.684539,-73.760641,40.68443,-73.76115300000001,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,7,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,7,7
547,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933155.0,121-22,FARMERS BOULEVARD,Queens,11413.0,4124580005.0,4452002.0,QN-12,27,366.0,QN08,40.684490000000004,-73.760634,40.68443,-73.76115300000001,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,7,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,7,7
548,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933156.0,121-16,FARMERS BOULEVARD,Queens,11413.0,4124580005.0,4435310.0,QN-12,27,366.0,QN08,40.684560999999995,-73.760644,40.68443,-73.76115300000001,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,7,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,7,7
549,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933157.0,121-26,FARMERS BOULEVARD,Queens,11413.0,4124580005.0,4452003.0,QN-12,27,366.0,QN08,40.684443,-73.760623,40.68443,-73.76115300000001,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,7,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,7,7
550,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933158.0,121-34,FARMERS BOULEVARD,Queens,11413.0,4124580005.0,4452005.0,QN-12,27,366.0,QN08,40.684349,-73.76060600000001,40.68443,-73.76115300000001,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,7,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,7,7
551,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933172.0,120-10,FARMERS BOULEVARD,Queens,11412.0,4124580421.0,4452030.0,QN-12,27,366.0,QN08,40.686181,-73.761093,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3
552,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933173.0,120-12,FARMERS BOULEVARD,Queens,11412.0,4124580421.0,4452031.0,QN-12,27,366.0,QN08,40.686147999999996,-73.76107900000001,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3
553,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933174.0,120-14,FARMERS BOULEVARD,Queens,11412.0,4124580421.0,4452032.0,QN-12,27,366.0,QN08,40.686115,-73.76106800000001,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3
554,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,933176.0,120-20,FARMERS BOULEVARD,Queens,11412.0,4124580421.0,4452040.0,QN-12,27,366.0,QN08,40.686014,-73.761032,40.68584,-73.761844,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3
555,60426,MONTAUK HOUSING LLC.HUDMF.FY18,2017-11-01T00:00:00,2017-11-01T00:00:00,957743.0,120-36,FARMERS BOULEVARD,Queens,11412.0,4124570002.0,4451982.0,QN-12,27,366.0,QN08,40.685632,-73.76090400000001,40.68543,-73.761543,2017-11-01T00:00:00,Preservation,Yes,Non Prevailing Wage,7,0,0,0,0,0,1,6,0,0,0,0,0,0,7,0,7,7
556,61728,BFC. 140 ESSEX ST. ESSEX CROSSING SITE 8,2017-11-01T00:00:00,,975686.0,140,ESSEX STREET,Manhattan,10002.0,1003540001.0,1004309.0,MN-03,1,3001.0,MN27,40.720290999999996,-73.987298,40.72018,-73.987081,,New Construction,No,Non Prevailing Wage,28,34,30,0,0,1,93,0,0,0,0,0,0,0,93,0,93,93
557,63332,CIRRUS REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,60016.0,717,CROTONA PARK NORTH,Bronx,10457.0,2029420001.0,,BX-03,17,163.0,BX99,40.837941,-73.89525400000001,40.83853,-73.89299100000001,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,9,37,0,0,1,0,33,8,6,0,0,0,0,47,0,47,47
558,63342,BILIG REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,92760.0,1924,LORING PLACE SOUTH,Bronx,10453.0,2032210015.0,2014855.0,BX-05,14,24502.0,BX36,40.854779,-73.914346,40.854620000000004,-73.91409,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,2,5,4,0,0,0,0,0,1,10,0,0,0,0,11,0,11,11
559,63342,BILIG REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,107785.0,2243,RYER AVENUE,Bronx,10457.0,2031580043.0,2013731.0,BX-05,15,38301.0,BX40,40.856068,-73.899516,40.85615,-73.899765,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,3,16,1,0,1,0,6,6,9,0,0,0,0,21,0,21,21
560,63342,BILIG REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,107786.0,2247,RYER AVENUE,Bronx,10457.0,2031580041.0,2013730.0,BX-05,15,38301.0,BX40,40.856128000000005,-73.899491,40.85628,-73.899697,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,1,8,13,0,0,0,0,5,17,0,0,0,0,0,22,0,22,22
561,63343,ENDACOFE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,115644.0,1455,TOWNSEND AVENUE,Bronx,10452.0,2028440033.0,2008111.0,BX-04,14,223.0,BX63,40.841186,-73.915871,40.84126,-73.91610899999999,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,2,11,40,0,0,1,0,40,8,6,0,0,0,0,54,0,54,54
562,63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,45756.0,1801,ARCHER STREET,Bronx,10460.0,2039200029.0,2028634.0,BX-09,18,218.0,BX08,40.837525,-73.867135,40.837740000000004,-73.867026,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,4,39,1,0,1,8,27,10,0,0,0,0,0,45,0,45,45
563,63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,45757.0,1807,ARCHER STREET,Bronx,10460.0,2039200024.0,2028633.0,BX-09,18,218.0,BX08,40.837544,-73.866929,40.83777,-73.866697,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,6,38,0,0,1,8,26,11,0,0,0,0,0,45,0,45,45
564,63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,75968.0,1121,ELDER AVENUE,Bronx,10472.0,2037390067.0,2023838.0,BX-09,17,5002.0,BX55,40.826776,-73.878762,40.82665,-73.879015,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,3,9,36,0,0,1,0,33,14,2,0,0,0,0,49,0,49,49
565,63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,94091.0,1117,MANOR AVENUE,Bronx,10472.0,2037420070.0,2023962.0,BX-09,18,5002.0,BX55,40.827113,-73.875979,40.826879999999996,-73.8762,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,4,12,37,0,0,1,13,29,12,0,0,0,0,0,54,0,54,54
566,63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,97386.0,1400,MORRIS AVENUE,Bronx,10456.0,2027860002.0,2007297.0,BX-04,16,225.0,BX14,40.838031,-73.911282,40.83808,-73.910924,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,3,11,48,0,0,1,14,27,17,5,0,0,0,0,63,0,63,63
567,63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,115231.0,526,TINTON AVENUE,Bronx,10455.0,2025820034.0,2003971.0,BX-01,8,31.0,BX39,40.812191,-73.90649,40.81224,-73.906182,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,7,25,44,0,0,1,0,51,21,4,1,0,0,0,77,0,77,77
568,63344,MATSIA REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,122778.0,1214,WHEELER AVENUE,Bronx,10472.0,2037720012.0,2025108.0,BX-09,17,54.0,BX08,40.829146,-73.880247,40.82913,-73.879968,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,4,12,0,0,1,6,6,1,4,0,0,0,0,17,0,17,17
569,63790,NEWSTART REALTY HDFC.HPO.FY17,2017-10-31T00:00:00,2017-10-31T00:00:00,45481.0,2272,ANDREWS AVENUE NORTH,Bronx,10468.0,2032180009.0,2014736.0,BX-07,14,255.0,BX30,40.860896999999994,-73.907831,40.860490000000006,-73.90784599999999,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,2,24,0,0,1,0,21,2,4,0,0,0,0,27,0,27,27
570,63790,NEWSTART REALTY HDFC.HPO.FY17,2017-10-31T00:00:00,2017-10-31T00:00:00,77235.0,1184,EVERGREEN AVENUE,Bronx,10472.0,2037380033.0,2023773.0,BX-09,17,5002.0,BX55,40.827771000000006,-73.880881,40.8279,-73.880639,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,8,40,0,0,1,0,32,17,0,0,0,0,0,49,0,49,49
571,63790,NEWSTART REALTY HDFC.HPO.FY17,2017-10-31T00:00:00,2017-10-31T00:00:00,80070.0,1082,GERARD AVENUE,Bronx,10452.0,2024780012.0,2002945.0,BX-04,16,195.0,BX63,40.832357,-73.92207900000001,40.83246,-73.921718,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,1,16,44,0,0,1,0,51,10,1,0,0,0,0,62,0,62,62
572,63790,NEWSTART REALTY HDFC.HPO.FY17,2017-10-31T00:00:00,2017-10-31T00:00:00,94193.0,1334,MANOR AVENUE,Bronx,10472.0,2038660027.0,2027473.0,BX-09,18,56.0,BX08,40.832412,-73.877191,40.83274,-73.876988,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,2,15,0,0,0,0,9,8,0,0,0,0,0,17,0,17,17
573,63790,NEWSTART REALTY HDFC.HPO.FY17,2017-10-31T00:00:00,2017-10-31T00:00:00,94194.0,1338,MANOR AVENUE,Bronx,10472.0,2038660029.0,2027474.0,BX-09,18,56.0,BX08,40.832494,-73.877209,40.83287,-73.87702,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,4,12,0,0,1,0,9,8,0,0,0,0,0,17,0,17,17
574,63790,NEWSTART REALTY HDFC.HPO.FY17,2017-10-31T00:00:00,2017-10-31T00:00:00,121274.0,111,FATHER ZEISER PLACE,Bronx,10468.0,2032190212.0,2014822.0,BX-07,14,263.0,BX30,40.864232,-73.904522,40.86445,-73.904569,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,1,5,20,0,0,1,0,16,7,4,0,0,0,0,27,0,27,27
575,63790,NEWSTART REALTY HDFC.HPO.FY17,2017-10-31T00:00:00,2017-10-31T00:00:00,122776.0,1210,WHEELER AVENUE,Bronx,10472.0,2037720010.0,2025107.0,BX-09,17,54.0,BX08,40.829075,-73.880229,40.82902,-73.87994,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,7,10,0,0,0,5,7,1,4,0,0,0,0,17,0,17,17
576,63791,REBIRTH REALTY CORP HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,45588.0,1644,ANTHONY AVENUE,Bronx,10457.0,2028880028.0,2009317.0,BX-04,16,167.0,BX01,40.842758,-73.90484599999999,40.84281,-73.90450899999999,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,4,46,0,0,1,1,40,10,0,0,0,0,0,51,0,51,51
577,63791,REBIRTH REALTY CORP HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,117087.0,2407,VALENTINE AVENUE,Bronx,10458.0,2031520018.0,2092396.0,BX-05,15,23702.0,BX05,40.859579,-73.89703100000001,40.859790000000004,-73.897233,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,3,5,0,0,0,0,0,0,4,4,0,0,0,8,0,8,8
578,63791,REBIRTH REALTY CORP HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,807018.0,2411,VALENTINE AVENUE,Bronx,10458.0,2031520018.0,2092398.0,BX-05,15,23702.0,BX05,40.859645,-73.897006,40.859790000000004,-73.897233,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,2,3,3,0,0,0,0,0,0,5,3,0,0,0,8,0,8,8
579,63791,REBIRTH REALTY CORP HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,807019.0,2415,VALENTINE AVENUE,Bronx,10458.0,2031520018.0,2092399.0,BX-05,15,23702.0,BX05,40.859711,-73.896976,40.859790000000004,-73.897233,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,1,2,6,0,0,1,1,1,0,4,4,0,0,0,10,0,10,10
580,63791,REBIRTH REALTY CORP HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,807020.0,2417,VALENTINE AVENUE,Bronx,10458.0,2031520018.0,2092397.0,BX-05,15,23702.0,BX05,40.859744,-73.896962,40.859790000000004,-73.897233,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,2,12,0,0,0,0,0,4,7,2,1,0,0,14,0,14,14
581,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,55763.0,555,CAULDWELL AVENUE,Bronx,10455.0,2026230056.0,2004413.0,BX-01,17,73.0,BX34,40.814481,-73.910655,40.81431,-73.911002,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,3,2,16,0,0,1,0,0,20,2,0,0,0,0,22,0,22,22
582,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,55764.0,561,CAULDWELL AVENUE,Bronx,10455.0,2026230054.0,2004412.0,BX-01,17,73.0,BX34,40.81458,-73.910619,40.81445,-73.910955,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,3,3,16,0,0,0,0,0,20,2,0,0,0,0,22,0,22,22
583,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,57682.0,1148,COLGATE AVENUE,Bronx,10472.0,2037370032.0,2023756.0,BX-09,17,52.0,BX55,40.826987,-73.881652,40.82738,-73.881475,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,4,2,10,0,0,1,0,13,4,0,0,0,0,0,17,0,17,17
584,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,57684.0,1150,COLGATE AVENUE,Bronx,10472.0,2037370033.0,2023757.0,BX-09,17,52.0,BX55,40.827026000000004,-73.88166,40.827490000000004,-73.881496,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,1,6,10,0,0,0,0,14,3,0,0,0,0,0,17,0,17,17
585,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,57858.0,1405,COLLEGE AVENUE,Bronx,10456.0,2027860030.0,2007304.0,BX-04,16,225.0,BX14,40.837759000000005,-73.91045799999999,40.83794,-73.91063100000001,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,11,11,47,0,0,1,7,35,23,5,0,0,0,0,70,0,70,70
586,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,65335.0,571,EAST 170 STREET,Bronx,10456.0,2029320015.0,2009720.0,BX-03,16,149.0,BX35,40.834606,-73.90175699999999,40.834720000000004,-73.90144599999999,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,5,9,33,0,0,1,0,36,11,1,0,0,0,0,48,0,48,48
587,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,78364.0,1365,FINDLAY AVENUE,Bronx,10456.0,2027830042.0,2007199.0,BX-04,16,17702.0,BX14,40.836896,-73.909671,40.83697,-73.909931,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,3,2,27,0,0,1,0,24,5,4,0,0,0,0,33,0,33,33
588,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,97380.0,1346,MORRIS AVENUE,Bronx,10456.0,2027850024.0,2007276.0,BX-04,16,17702.0,BX14,40.836684000000005,-73.912075,40.83676,-73.91171,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,1,8,16,0,0,1,0,11,11,4,0,0,0,0,26,0,26,26
589,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,109418.0,1057,SHERIDAN AVENUE,Bronx,10456.0,2024560023.0,2002729.0,BX-04,16,18102.0,BX14,40.830596,-73.91880400000001,40.830740000000006,-73.91891600000001,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,1,8,37,0,0,1,0,37,10,0,0,0,0,0,47,0,47,47
590,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,109446.0,1315,SHERIDAN AVENUE,Bronx,10456.0,2028310024.0,2007976.0,BX-04,16,17902.0,BX14,40.83654,-73.91429699999999,40.83674,-73.914438,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,8,11,27,0,0,1,0,29,18,0,0,0,0,0,47,0,47,47
591,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,109447.0,1320,SHERIDAN AVENUE,Bronx,10456.0,2028300013.0,2007965.0,BX-04,16,17902.0,BX14,40.836645000000004,-73.914167,40.83672,-73.91377299999999,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,7,13,34,0,0,1,6,26,16,7,0,0,0,0,55,0,55,55
592,63793,ZEVRONE REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,109488.0,1055,SHERMAN AVENUE,Bronx,10456.0,2024560055.0,2002738.0,BX-04,16,18102.0,BX14,40.830259999999996,-73.917973,40.83083,-73.917947,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,2,10,25,0,0,1,1,30,7,0,0,0,0,0,38,0,38,38
593,63794,HAZY REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,115234.0,533,TINTON AVENUE,Bronx,10455.0,2025810028.0,2003959.0,BX-01,8,35.0,BX39,40.812312,-73.906468,40.81231,-73.906757,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,0,11,10,0,0,0,0,1,20,0,0,0,0,0,21,0,21,21
594,63794,HAZY REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,115235.0,537,TINTON AVENUE,Bronx,10455.0,2025810026.0,2003958.0,BX-01,8,35.0,BX39,40.812405,-73.906435,40.81242,-73.906717,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,1,8,11,0,0,1,0,1,20,0,0,0,0,0,21,0,21,21
595,63794,HAZY REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,115750.0,620,TRINITY AVENUE,Bronx,10455.0,2026230180.0,2004426.0,BX-01,8,73.0,BX34,40.815121999999995,-73.909405,40.81508,-73.909152,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,1,11,90,0,0,1,56,46,1,0,0,0,0,0,103,0,103,103
596,63795,NEW TOWNSEND REALTY HDFC.HPO.FY18,2017-10-31T00:00:00,2017-10-31T00:00:00,115692.0,1785,TOWNSEND AVENUE,Bronx,10453.0,2028500016.0,2008210.0,BX-05,14,22701.0,BX41,40.848192,-73.91086700000001,40.848259999999996,-73.911109,2017-10-31T00:00:00,Preservation,Yes,Non Prevailing Wage,1,6,51,0,0,1,0,38,15,6,0,0,0,0,59,0,59,59
597,65506,572 11TH AVE,2017-10-31T00:00:00,,972028.0,572,11 AVENUE,Manhattan,10036.0,1010720001.0,1090460.0,MN-04,3,129.0,MN15,40.761592,-73.997744,40.76166,-73.997322,,New Construction,No,Non Prevailing Wage,0,17,20,0,0,0,12,20,5,0,0,0,0,0,37,0,37,164
600,66586,STRYCKER'S BAY,2017-10-30T00:00:00,,9804.0,689,COLUMBUS AVENUE,Manhattan,10025.0,1012070001.0,1079516.0,MN-07,6,177.0,MN12,40.791173,-73.96874,40.79107,-73.96842600000001,,Preservation,No,Non Prevailing Wage,0,90,30,0,0,0,0,60,30,30,0,0,0,0,0,120,120,120
601,66586,STRYCKER'S BAY,2017-10-30T00:00:00,,806136.0,66,WEST 94 STREET,Manhattan,10025.0,1012070001.0,1082652.0,MN-07,6,177.0,MN12,40.791258,-73.967772,40.79107,-73.96842600000001,,Preservation,No,Non Prevailing Wage,0,76,38,0,0,0,18,0,58,19,19,0,0,0,0,114,114,114
602,63808,INDEPENDENCE HOUSE.PLP.FY18,2017-10-26T00:00:00,,37054.0,176,WEST 94 STREET,Manhattan,10025.0,1012240058.0,1032545.0,MN-07,6,177.0,MN12,40.792483000000004,-73.97068900000001,40.792390000000005,-73.971025,,Preservation,No,Prevailing Wage,14,76,29,0,0,1,32,88,0,0,0,0,0,0,120,0,120,120
607,48608,TMN904 - PRECISE,2017-10-19T00:00:00,,23493.0,244,LENOX AVENUE,Manhattan,10027.0,1017210003.0,1053389.0,MN-10,9,200.0,MN11,40.806126,-73.94667700000001,40.80588,-73.946363,,Preservation,No,Non Prevailing Wage,0,2,8,0,0,0,2,8,0,0,0,0,0,0,10,0,10,10
608,48608,TMN904 - PRECISE,2017-10-19T00:00:00,,38692.0,23,WEST 119 STREET,Manhattan,10026.0,1017180027.0,1053254.0,MN-10,9,200.0,MN11,40.802978,-73.945924,40.80315,-73.945812,,Preservation,No,Non Prevailing Wage,0,4,18,0,0,1,4,8,6,4,1,0,0,0,23,0,23,23
609,48608,TMN904 - PRECISE,2017-10-19T00:00:00,,39958.0,410,WEST 128 STREET,Manhattan,10027.0,1019540055.0,1059392.0,MN-09,9,21303.0,MN06,40.813098,-73.952169,40.81304,-73.95259899999999,,Preservation,No,Non Prevailing Wage,0,8,47,0,0,1,0,37,12,7,0,0,0,0,56,0,56,56
610,48608,TMN904 - PRECISE,2017-10-19T00:00:00,,40005.0,116,WEST 129 STREET,Manhattan,10027.0,1019130040.0,1082693.0,MN-10,9,224.0,MN03,40.81075,-73.94467900000001,40.81047,-73.944592,,Preservation,No,Non Prevailing Wage,0,3,15,0,0,1,0,8,6,4,1,0,0,0,19,0,19,19
